image,description,tags,task
processed_images_roturas\62c65a225b7ff13846bec7ce08b07642_nobg.png,Jean liso mom. Tiro alto. Color azul.,"Tipo jean: liso, mom",roturas
processed_images_roturas\a7794d7a8244949dd74f37f526a09bd2_nobg.png,Jean liso mom. Tiro alto. Color azul.,"Tipo jean: liso, mom",roturas
processed_images_roturas\1752c4654d05a730e1acb360fb46f34b_nobg.png,Jean liso mom. Tiro alto. Color celeste.,"Tipo jean: liso, mom",roturas
processed_images_roturas\b47602c1ef7f38d08102ba74d5caedd5_nobg.png,Jean liso mom. Tiro alto. Color celeste.,"Tipo jean: liso, mom",roturas
processed_images_roturas\c9bcaa1cb7d70ce1377b6902703562af_nobg.png,Jean liso mom. Tiro alto. Color azul.,"Tipo jean: liso, mom",roturas
processed_images_roturas\7735d3c9e00fb34f7b0c333864d02a16_nobg.png,Jean liso mom. Tiro alto. Color azul.,"Tipo jean: liso, mom",roturas
processed_images_roturas\932d4019f9ed1ed7895d343ed7b0831c_nobg.png,Jean liso mom. Tiro alto. Color gris.,"Tipo jean: liso, mom",roturas
processed_images_roturas\f304ad373926161c8f0f43a8168ff3e6_nobg.png,Jean liso mom. Tiro alto. Color azul.,"Tipo jean: liso, mom",roturas
processed_images_roturas\6cc9c2627442b50207b36f6324df80d3_nobg.png,Jean liso mom. Tiro alto. Color celeste.,"Tipo jean: liso, mom",roturas
processed_images_roturas\337493978b88b6fd77b61e754d208004_nobg.png,Jean liso mom. Tiro alto. Color celeste.,"Tipo jean: liso, mom",roturas
processed_images_roturas\b2e2c0a47273fe72c29f3214562e13fb_nobg.png,Jean liso mom. Tiro alto. Color negro.,"Tipo jean: liso, mom",roturas
processed_images_roturas\e6a62d8c822901b2ebcad8680d3d2be8_nobg.png,Jean liso mom. Tiro alto. Color negro.,"Tipo jean: liso, mom",roturas
processed_images_roturas\fe6074113cd0e54476ac8c177bca0f55_nobg.png,Jean liso mom. Tiro alto. Color blanco.,"Tipo jean: liso, mom",roturas
processed_images_roturas\2a6048c2533414a7c3b93b41c24ccfcc_nobg.png,Jean mom con roturas medianas en ambas rodillas. Tiro alto. Color celeste.,"Tipo jean: roturas, mom",roturas
processed_images_roturas\5b9b8fb019d0b4cf073138bca9e096d9_nobg.png,Jean mom con roturas medianas en ambas rodillas. Tiro alto. Color azul claro o celeste oscuro.,"Tipo jean: roturas, mom",roturas
processed_images_roturas\450148ebe857bea9a6566fd4472dc1bb_nobg.png,Jean mom con roturas blancas medianas en ambas rodillas. Tiro alto. Color celeste oscuro.,"Tipo jean: roturas, mom",roturas
processed_images_roturas\663e2a7ddce72d18afb1ce9b4f521986_nobg.png,Jean mom con roturas desmechadas en ambas rodillas. Tiro alto. Color celeste.,"Tipo jean: roturas, mom",roturas
processed_images_roturas\b567e85bb155a74ebd776701f7235a8e_nobg.png,Jean mom con roturas chicas en ambas rodillas. Tiro alto. Color celeste claro.,"Tipo jean: roturas, mom",roturas
processed_images_roturas\71afeb30c225514c41f66d1ae521f4de_nobg.png,Jean mom con roturas chicas en ambas rodillas. Tiro alto. Color azul.,"Tipo jean: roturas, mom",roturas
processed_images_roturas\34479f8ee912ff6bde7e124985544b64_nobg.png,Jean mom con roturas chicas en ambas rodillas. Tiro alto. Color negro.,"Tipo jean: roturas, mom",roturas
processed_images_roturas\c991710de87c0fbca3b02304022890a4_nobg.png,Jean mom con roturas chicas en ambas rodillas. Tiro alto. Color azul.,"Tipo jean: roturas, mom",roturas
processed_images_roturas\5e5980a6b66a6050e3c90f6c9b1bd927_nobg.png,Jean mom con roturas chicas en ambas rodillas. Tiro alto. Color gris.,"Tipo jean: roturas, mom",roturas
processed_images_roturas\4e181292f5b48fa4f44cb6d95efa45c2_nobg.png,Jean mom con varias roturas en ambas piernas. Tiro alto. Color azul claro o celeste oscuro.,"Tipo jean: roturas, mom",roturas
processed_images_roturas\9dbe0937f171615fc79ddc57091a188f_nobg.png,Jean mom con roturas chicas en ambas rodillas. Tiro alto. Color azul.,"Tipo jean: roturas, mom",roturas
processed_images_roturas\73fe603a62ba4d790fb2550253a87359_nobg.png,Jean mom con roturas chicas. Tiro alto. Color azul.,"Tipo jean: roturas, mom",roturas
processed_images_roturas\6d8a214d3b869a0057cacbb83593da7e_nobg.png,Jean mom con roturas chicas en ambas rodillas. Tiro alto. Color azul.,"Tipo jean: roturas, mom",roturas
processed_preferences_images\371ed352822dbff9aec0bad420320abc_nobg.png,"Vestido mini color crema con volados, escote en V profundo y mangas largas, en estilo boho chic. Cinturón de gamuza marrón con hebilla redonda, en estilo boho chic. Botas de gamuza marrón por debajo de la rodilla, en estilo boho chic.",Estilos: boho chic,estilos
processed_preferences_images\15ea3794ec46d5a835bb1d5d1b6d30e2_nobg.png,"Vestido lencero marrón con estampado floral y dobladillo asimétrico con flecos, en estilo boho chic y para salir de noche.","Estilos: boho chic, salir de noche",estilos
processed_preferences_images\8cb70393edc5fdd0f6720a62dbbc25f1_nobg.png,"Blusa color crema con bordado en el frente y mangas globo, en estilo coquette.",Estilos: coquette,estilos
processed_preferences_images\8cb70393edc5fdd0f6720a62dbbc25f1_nobg.png,Pantalon minimalista de jean liso celeste y pierna recta.,Estilos: minimalista,estilos
processed_preferences_images\47648456f89e56a4cab4c5913d49437a_nobg.png,"Blusa crop blanca con ojales, mangas anchas acampanadas y lazo delantero, en estilo boho chic.",Estilos: boho chic,estilos
processed_preferences_images\47648456f89e56a4cab4c5913d49437a_nobg.png,"Pantalones wide leg color cremae, en estilo boho chic.",Estilos: boho chic,estilos
processed_preferences_images\196c6f664773ff241757cd213c77bac9_nobg.png,"Blusa corta blanca de encaje con mangas largas globo y borde festoneado, en estilo boho chic y coquette.","Estilos: boho chic, coquette",estilos
processed_preferences_images\196c6f664773ff241757cd213c77bac9_nobg.png,"Pantalones anchos de lino beige con cintura elástica, en estilo boho chic.",Estilos: boho chic,estilos
processed_preferences_images\df72ce13bd0f58021ae8fb1139134396_nobg.png,"Blusa color crema con volados, ribete de encaje y mangas largas, en estilo boho chic. Short mini de tiro alto en color marrón, en estilo boho chic. Botas de gamuza marrón hasta la rodilla con flecos largos, en estilo boho chic.",Estilos: boho chic,estilos
processed_preferences_images\8e3d87091241cdb544e1f0baea2a33dd_nobg.png,"Blusa blanca bordada con escote de borlas y mangas anchas, en estilo boho chic.",Estilos: boho chic,estilos
processed_preferences_images\8e3d87091241cdb544e1f0baea2a33dd_nobg.png,"Pantalones wide leg color tostado, tiro alto y tela fluida, en estilo boho chic.",Estilos: boho chic,estilos
processed_preferences_images\a3980d4555fd7037c801b087369a5171_nobg.png,"Top negro de tirantes finos con escote profundo, en estilo minimalista y para salir de noche.","Estilos: minimalista, salir de noche",estilos
processed_preferences_images\a3980d4555fd7037c801b087369a5171_nobg.png,"Pantalón wide leg color beige de tiro alto con pliegues, en estilo old money y minimalista.","Estilos: minimalista, old money",estilos
processed_preferences_images\be1a65f665f38ee0e884a8fbfff761c1_nobg.png,"Chaleco blanco sin mangas con bordado floral azul llamativo, en estilo boho chic.",Estilos: boho chic,estilos
processed_preferences_images\be1a65f665f38ee0e884a8fbfff761c1_nobg.png,pantalon minimalista de jean liso wide leg azul de tiro medio.,Estilos: minimalista,estilos
processed_preferences_images\1d25034701a0cf74f24be721f768d136_nobg.png,"Blusa blanca con volados, mangas acampanadas y escote abierto, en estilo boho chic y coquette.","Estilos: boho chic, coquette",estilos
processed_preferences_images\1d25034701a0cf74f24be721f768d136_nobg.png,"Short blanco de encaje de tiro medio con bordes festoneados, en estilo boho chic.",Estilos: boho chic,estilos
processed_preferences_images\1d25034701a0cf74f24be721f768d136_nobg.png,"Botas de gamuza color camel por encima de la rodilla con bordado floral, en estilo boho chic.",Estilos: boho chic,estilos
processed_preferences_images\993c49c575ad4adf8eaddc1f041b2fb1_nobg.png,"Blusa boho roja con estampado paisley y mangas sueltas, en estilo boho chic.",Estilos: boho chic,estilos
processed_preferences_images\993c49c575ad4adf8eaddc1f041b2fb1_nobg.png,"Pantalon minimalista de jean liso azul, recto y de tiro alto.",Estilos: minimalista,estilos
processed_preferences_images\ddd11b795071ece16b4dc96993dfb425_nobg.png,"Top corto verde salvia con tirantes finos, en estilo boho chic.",Estilos: boho chic,estilos
processed_preferences_images\ddd11b795071ece16b4dc96993dfb425_nobg.png,"Pantalones wide leg blancos con tela arrugada y cintura elástica, en estilo boho chic.",Estilos: boho chic,estilos
processed_preferences_images\ddd11b795071ece16b4dc96993dfb425_nobg.png,"Kimono transparente con estampado floral y silueta fluida, en estilo boho chic.",Estilos: boho chic,estilos
processed_preferences_images\f4ecf8c786a47fa5d76741b4b82170d6_nobg.png,"Blusa blanca larga sin mangas con frente abierto y escote profundo, en estilo boho chic y para salir de noche.","Estilos: salir de noche, boho chic",estilos
processed_preferences_images\f4ecf8c786a47fa5d76741b4b82170d6_nobg.png,"Pantalones wide leg marrones de tiro alto y estampado de leopardo, en estilo para salir de noche.",Estilos: salir de noche,estilos
processed_preferences_images\c44de2dfa5140a18cdb20cf51258a98a_nobg.png,"Remera corta blanca con mangas cortas, en estilo minimalista. ",Estilos: minimalista,estilos
processed_preferences_images\c44de2dfa5140a18cdb20cf51258a98a_nobg.png,"minifalda pollera de jean celeste con dobladillo deshilachado y cinturón marrón, en estilo minimalista.",Estilos: minimalista,estilos
processed_preferences_images\70e897adcecbdf9e31e17024c4f9ebb1_nobg.png,"Top corto blanco de encaje con escote festoneado y mangas 3/4, en estilo boho chic.",Estilos: boho chic,estilos
processed_preferences_images\70e897adcecbdf9e31e17024c4f9ebb1_nobg.png,"pollera beige larga, con abertura alta y tela texturizada, en estilo boho chic.",Estilos: boho chic,estilos
processed_preferences_images\1f567c6a25bbcbe5da79e95b2a17f114_nobg.png,"Vestido mini blanco bordado con silueta de capas y mangas largas, en estilo boho chic. Botas beige estilo boho chic.",Estilos: boho chic,estilos
processed_preferences_images\ef544d59fcdab3347a48ca854237f677_nobg.png,"Top corto blanco de encaje con lazo delantero y tirantes finos, en estilo boho chic y coquette.","Estilos: boho chic, coquette",estilos
processed_preferences_images\ef544d59fcdab3347a48ca854237f677_nobg.png,"pollera larga verde oliva con capas y silueta fluida, en estilo boho chic.",Estilos: boho chic,estilos
processed_preferences_images\a7faf3f85ac46fd9d799caf6acbec285_nobg.png,"top crop sin mangas verde bosque en estilo minimalista. Pantalones culotte de tiro alto en tela verde a juego, en estilo minimalista.",Estilos: minimalista,estilos
processed_preferences_images\67894571a9eeae7a29b66ecc173ddfe8_nobg.png,"vestido mini blanco fluido con mangas acampanadas y ribete de encaje, en estilo boho chic. Cinturón ancho metálico con monedas, en estilo boho chic. Sandalias gladiador hasta la rodilla en estilo boho chic.",Estilos: boho chic,estilos
processed_preferences_images\6743322902fd50c1c1b918a40c3685ff_nobg.png,"chaleco negro cropped con lazo delantero y escote profundo, en estilo para salir de noche.",Estilos: salir de noche,estilos
processed_preferences_images\6743322902fd50c1c1b918a40c3685ff_nobg.png,"pollera midi crema en capas con textura suave, en estilo boho chic. Botas altas de cuero marrón oscuro, en estilo boho chic y para salir de noche.","Estilos: salir de noche, boho chic",estilos
processed_preferences_images\17aab45e382ca3514776d145295c623c_nobg.png,"top cropped blanco con cordones y tirantes finos, en estilo boho chic y coquette.","Estilos: boho chic, coquette",estilos
processed_preferences_images\17aab45e382ca3514776d145295c623c_nobg.png," pollera larga blanca en capas asimétricas con ribete de encaje, en estilo boho chic.",Estilos: boho chic,estilos
processed_preferences_images\4c567ddf6e8825107a9d8325029b4ec0_nobg.png,"remera negra con estampado gráfico, en estilo streetwear.",Estilos: streetwear,estilos
processed_preferences_images\4c567ddf6e8825107a9d8325029b4ec0_nobg.png,"pantalon de jean liso azul de tiro alto y pierna acampanada, en estilo streetwear y minimalista.","Estilos: streetwear, minimalista",estilos
processed_preferences_images\54b7596d25c4fa2c00c8bfd27bba901b_nobg.png,"top peplum blanco sin mangas con detalle de encaje, en estilo coquette y minimalista.","Estilos: minimalista, coquette",estilos
processed_preferences_images\54b7596d25c4fa2c00c8bfd27bba901b_nobg.png,pantalon minimalista de jean liso azul de tiro alto y pierna recta.,Estilos: minimalista,estilos
processed_preferences_images\5da5853991653146439fb31a955eb7f1_nobg.png,"vestido corto blanco con volantes y escote con cordones, en estilo boho chic. Cardigan crema de crochet con mangas anchas en estilo boho chic. Botas marrones, en estilo boho chic.",Estilos: boho chic,estilos
processed_preferences_images\f92445e4fb515b743d15ca8e79099205_nobg.png,top crop ajustado blanco con tirantes finos en estilo minimalista.,Estilos: minimalista,estilos
processed_preferences_images\f92445e4fb515b743d15ca8e79099205_nobg.png,"pollera maxi amarilla en capas con cintura de crochet, en estilo boho chic.",Estilos: boho chic,estilos
processed_preferences_images\eaf2b12b4a367386c17d13ce9f30bfa5_nobg.png,"blusa marrón óxido de manga corta con botones y escote abierto, en estilo old money y para salir de noche.","Estilos: old money, salir de noche",estilos
processed_preferences_images\eaf2b12b4a367386c17d13ce9f30bfa5_nobg.png,Pantalones old money color marfil acampanado y de tiro alto.,Estilos: old money,estilos
processed_preferences_images\ed3f68f9606ff2c7fe996451d90c478e_nobg.png,"vestido mini beige halter con dobladillo con volantes, en estilo boho chic y coquette.","Estilos: boho chic, coquette",estilos
processed_preferences_images\41df90f7067c08c491ed9ec973e61525_nobg.png,"blusa cruzada crema con mangas oversize, en estilo old money.",Estilos: old money,estilos
processed_preferences_images\41df90f7067c08c491ed9ec973e61525_nobg.png,"pantalon de jean liso azul tiro alto de pierna wide leg, en estilo minimalista.",Estilos: minimalista,estilos
processed_preferences_images\193f7e1dff4a02925d713cd6df112968_nobg.png,"chaleco negro sin mangas con tachas plateadas en patrones geométricos, en estilo night out y boho chic.","Estilos: boho chic, salir de noche",estilos
processed_preferences_images\c402955b0e81cfd4a1e8c722f182d658_nobg.png,"blusa crop marrón con lazo delantero y mangas acampanadas en estilo boho chic. Vestido slip midi con estampado floral verde y naranja, en estilo boho chic.",Estilos: boho chic,estilos
processed_preferences_images\6ebd4296e678e2a1c828bba71274fe32_nobg.png,top negro ajustado sin mangas en estilo minimalista y para salir de noche.,"Estilos: minimalista, salir de noche",estilos
processed_preferences_images\6ebd4296e678e2a1c828bba71274fe32_nobg.png,"pantalon de jean liso azul tiro alto de pierna wide leg con cinturón estructurado, en estilo minimalista y old money.","Estilos: minimalista, old money",estilos
processed_preferences_images\61a2f696035b523ee80637b2d9036e0f_nobg.png,"top crop blanco halter con nudo frontal, en estilo minimalista.",Estilos: minimalista,estilos
processed_preferences_images\61a2f696035b523ee80637b2d9036e0f_nobg.png,"Pantalon crema de pierna wide leg con lazo en la cintura, en estilo boho chic.",Estilos: boho chic,estilos
processed_preferences_images\29e10b3ceab4030d89e8b15218de138d_nobg.png,"camisa blanca de lino con botones y mangas largas, en estilo old money.",Estilos: old money,estilos
processed_preferences_images\29e10b3ceab4030d89e8b15218de138d_nobg.png,"pantalon de jean liso azul tiro alto de pierna wide leg, en estilo minimalista.",Estilos: minimalista,estilos
processed_preferences_images\cb6221f78ad277c0bb4b0ad56fb3655e_nobg.png,"remera básica blanca metida adentro, en estilo minimalista.",Estilos: minimalista,estilos
processed_preferences_images\cb6221f78ad277c0bb4b0ad56fb3655e_nobg.png,"Pantalon beige plisado tiro alto con puños remangados, en estilo minimalista y old money.","Estilos: minimalista, old money",estilos
processed_preferences_images\af60d77a17d4ebf6539187ad1ff235b7_nobg.png,"top tank crop blanco. minifalda pollera blanca asimétrica de encaje de tiro alto, en estilo boho chic.",Estilos: boho chic,estilos
processed_preferences_images\ec19dc7b7bc4bcce3c31c687a1cc109a_nobg.png,"top crop halter púrpura con diseño cruzado en el frente, en estilo para salir de noche.",Estilos: salir de noche,estilos
processed_preferences_images\ec19dc7b7bc4bcce3c31c687a1cc109a_nobg.png,"Pantalon blanco tiro alto de pierna wide leg con textura, en estilo minimalista.",Estilos: minimalista,estilos
processed_preferences_images\5a1d55e47f22e6d08c4dd324245e5e0a_nobg.png,"camisa celeste claro abotonada con mangas remangadas, en estilo old money.",Estilos: old money,estilos
processed_preferences_images\5a1d55e47f22e6d08c4dd324245e5e0a_nobg.png,"Pantalon old money blanco a la cintura, entallados, con cinturón marron.",Estilos: old money,estilos
processed_preferences_images\7b5730454435ff563ac8c319dd283ae5_nobg.png,remera negra estilo old money.,Estilos: old money,estilos
processed_preferences_images\7b5730454435ff563ac8c319dd283ae5_nobg.png,"Pantalon old money blanco a la cintura, entallados, con cinturón delgado.",Estilos: old money,estilos
processed_preferences_images\d5259a77c4ec6b535804e2281f6f1f84_nobg.png,"camisa abotonada a rayas azul y blanca con mangas remangadas, en estilo old money.",Estilos: old money,estilos
processed_preferences_images\d5259a77c4ec6b535804e2281f6f1f84_nobg.png,"Pantalon blanco a la cintura, pierna wide leg, con cinturón marrón, en estilo old money.",Estilos: old money,estilos
processed_preferences_images\8c4bb1285b7083e60597d3b487413655_nobg.png,"remera polo negra de manga corta, en estilo old money y minimalista.","Estilos: old money, minimalista",estilos
processed_preferences_images\8c4bb1285b7083e60597d3b487413655_nobg.png,"Pantalon blanco a la cintura, entallados, con cinturón negro, en estilo old money y minimalista.","Estilos: old money, minimalista",estilos
processed_preferences_images\6bfe0bf16335119e3641e68c36348701_nobg.png,"camisa blanca abotonada con mangas remangadas, en estilo old money.",Estilos: old money,estilos
processed_preferences_images\6bfe0bf16335119e3641e68c36348701_nobg.png,"Pantalon taupe a la cintura, pierna wide leg, con cinturón, en estilo old money y minimalista.","Estilos: old money, minimalista",estilos
processed_preferences_images\dadf5cc54a3befb69dd032cb7821efcf_nobg.png,"top tejido de manga corta a rayas, en estilo old money y minimalista. Pantalones blancos a la cintura, pierna wide leg, con cinturón, en estilo old money y minimalista.","Estilos: old money, minimalista",estilos
processed_preferences_images\db37d45bfc3cb3f460e664a99469fabd_nobg.png,"camisa blanca abotonada con cuello, en estilo old money y minimalista. Chaleco tejido beige con trenzas, en estilo old money y minimalista.","Estilos: old money, minimalista",estilos
processed_preferences_images\db37d45bfc3cb3f460e664a99469fabd_nobg.png,Pantalon old money off-white de pierna recta.,Estilos: old money,estilos
processed_preferences_images\6e02f3bb655b542540eceee4c56751c6_nobg.png,top crop halter con estampado boho chic y lazo en el cuello.,Estilos: boho chic,estilos
processed_preferences_images\6e02f3bb655b542540eceee4c56751c6_nobg.png,"Pantalon de lino beige a la cintura, pierna wide leg, con cordón ajustable, en estilo boho chic.",Estilos: boho chic,estilos
processed_preferences_images\cb8200faa65413644e5b69f8771cb93c_nobg.png,"top cropped color taupe con ribetes blancos, en estilo old money y minimalista.","Estilos: old money, minimalista",estilos
processed_preferences_images\cb8200faa65413644e5b69f8771cb93c_nobg.png,"pollera midi blanca abotonada a la cintura con abertura lateral, en estilo old money y minimalista.","Estilos: old money, minimalista",estilos
processed_preferences_images\c68faf0196606e97b7a125e668e0e049_nobg.png,"top negro ajustado de manga corta y cuello alto, en estilo minimalista y para salir de noche.","Estilos: minimalista, salir de noche",estilos
processed_preferences_images\c68faf0196606e97b7a125e668e0e049_nobg.png,"minifalda pollera blanca a la cintura, en estilo minimalista y para salir de noche.","Estilos: minimalista, salir de noche",estilos
processed_preferences_images\1c942b123d45ab7a5432284e353079f7_nobg.png,"top crop blanco ajustado con tirantes finos, en estilo old money y minimalista.","Estilos: old money, minimalista",estilos
processed_preferences_images\1c942b123d45ab7a5432284e353079f7_nobg.png,"short blanco a la cintura con cinturón, en estilo old money y minimalista.","Estilos: old money, minimalista",estilos
processed_preferences_images\e64463a46d03e2962d352c687413f017_nobg.png,"camisa blanca abotonada con puños remangados, en estilo old money y minimalista.","Estilos: old money, minimalista",estilos
processed_preferences_images\e64463a46d03e2962d352c687413f017_nobg.png,"short beige con cinturón, en estilo old money.",Estilos: old money,estilos
processed_preferences_images\1d2d8784cd26578188bbd4e11ef206b0_nobg.png,"chaleco ajustado sin mangas blanco con botones frontales, en estilo old money. minifalda pollera blanca a juego, a la cintura, en estilo old money.",Estilos: old money,estilos
processed_preferences_images\beaa1d6a5468a716548cb92e8a548285_nobg.png,"top halter plisado beige con dobladillo asimétrico, en estilo old money y minimalista. Sweater azul anudado sobre los hombros.","Estilos: old money, minimalista",estilos
processed_preferences_images\beaa1d6a5468a716548cb92e8a548285_nobg.png,Pantalon old money crema de pierna wide leg.,Estilos: old money,estilos
processed_preferences_images\68f9a4cf68dfbe90de28f956ae479056_nobg.png,"remera muscolosa blanca, en estilo minimalista.",Estilos: minimalista,estilos
processed_preferences_images\68f9a4cf68dfbe90de28f956ae479056_nobg.png,"Pantalon crema wide leg con pliegues estructurados, en estilo minimalista.",Estilos: minimalista,estilos
processed_preferences_images\5d489643d79e3962612acf14373c0787_nobg.png,top marron en estilo old money.,Estilos: old money,estilos
processed_preferences_images\5d489643d79e3962612acf14373c0787_nobg.png,Pantalon old money sastrero blanco con cinturón.,Estilos: old money,estilos
processed_preferences_images\19aab2952aab933033cbba139c01f459_nobg.png,chaleco azul estilo old money.,Estilos: old money,estilos
processed_preferences_images\19aab2952aab933033cbba139c01f459_nobg.png,Pantalon blanco wide leg en estilo old money.,Estilos: old money,estilos
processed_preferences_images\63a9a26f623de082f65c0c70ebc14ddb_nobg.png,"camisa rayada azul y blanca, en estilo old money y minimalista. sweater blanco sobre los hombros.","Estilos: old money, minimalista",estilos
processed_preferences_images\63a9a26f623de082f65c0c70ebc14ddb_nobg.png,"Pantalon beige recto, en estilo old money y minimalista.","Estilos: old money, minimalista",estilos
processed_preferences_images\cdcbbfef375d48d69047f6dc3ac6f01e_nobg.png,top tank blanco en estilo minimalista.,Estilos: minimalista,estilos
processed_preferences_images\cdcbbfef375d48d69047f6dc3ac6f01e_nobg.png,"short plisado blanco con cinturón marron, en estilo old money.",Estilos: old money,estilos
processed_preferences_images\ca352b89651ee67431a03e3782f0b106_nobg.png,top halter de punto negro en estilo night out.,Estilos: salir de noche,estilos
processed_preferences_images\ca352b89651ee67431a03e3782f0b106_nobg.png,Pantalon de saten blanco y pierna wide leg en estilo old money.,Estilos: old money,estilos
processed_preferences_images\e964aa0c99378b80e3d0551923996b5b_nobg.png,chaleco cropped sin mangas blanco en estilo minimalista.,Estilos: minimalista,estilos
processed_preferences_images\e964aa0c99378b80e3d0551923996b5b_nobg.png,pantalon minimalista de Jean liso azul a la cintura con pierna wide leg.,Estilos: minimalista,estilos
processed_preferences_images\de5fef32a4e0643c1a3de25dfa80060d_nobg.png,camiseta blanca oversized en estilo minimalista.,Estilos: minimalista,estilos
processed_preferences_images\de5fef32a4e0643c1a3de25dfa80060d_nobg.png,"Pantalon sastrero beige de pierna wide leg, en estilo minimalista y old money.","Estilos: minimalista, old money",estilos
processed_preferences_images\690db87b3bcf83ba2a6d2e5934a5c86e_nobg.png,top ajustado negro de manga larga en estilo night out.,Estilos: salir de noche,estilos
processed_preferences_images\690db87b3bcf83ba2a6d2e5934a5c86e_nobg.png,"Pantalon oliva de pierna wide leg con cinturón, en estilo old money.",Estilos: old money,estilos
processed_preferences_images\faecd0d637f1bbb81e75cf891d04e88b_nobg.png,chaleco negro abotonado en estilo streetwear y minimalista.,"Estilos: streetwear, minimalista",estilos
processed_preferences_images\faecd0d637f1bbb81e75cf891d04e88b_nobg.png,"Pantalon negro de jean y pierna wide leg, en estilo streetwear y minimalista.","Estilos: streetwear, minimalista",estilos
processed_preferences_images\46f85c1eace8c12ce671c60c2b6473a0_nobg.png,vestido mini blanco con mangas cortas abullonadas y fruncido frontal en estilo coquette.,Estilos: coquette,estilos
processed_preferences_images\d5c85d54dbb9010ed1fbb7078b075e8e_nobg.png,chaleco halter negro en estilo night out y minimalista.,"Estilos: salir de noche, minimalista",estilos
processed_preferences_images\d5c85d54dbb9010ed1fbb7078b075e8e_nobg.png,Pantalon negro de pierna wide leg en estilo night out y minimalista.,"Estilos: salir de noche, minimalista",estilos
processed_preferences_images\eecf7b38d051927201199891c285410c_nobg.png,camisa abotonada a rayas azul y blanca en estilo old money y minimalista.,"Estilos: old money, minimalista",estilos
processed_preferences_images\eecf7b38d051927201199891c285410c_nobg.png,short blanco con cinturón en estilo minimalista y old money.,"Estilos: old money, minimalista",estilos
processed_preferences_images\5a15725221206a070221dd9670526d00_nobg.png,jumpsuit blanco sin mangas con escote cruzado y detalles de ribetes negros en estilo old money.,Estilos: old money,estilos
processed_preferences_images\6ccb2551b0d8ff297143deb35ecec405_nobg.png,chaleco taupe abotonado en estilo old money y minimalista.,"Estilos: minimalista, old money",estilos
processed_preferences_images\6ccb2551b0d8ff297143deb35ecec405_nobg.png,"pantalon minimalista de jean liso azul claro a la cintura, con pierna wide leg.",Estilos: minimalista,estilos
processed_preferences_images\84eae5a0776384cad0568f6f00ebbf13_nobg.png,camisa blanca oversized abotonada en estilo old money y minimalista.,"Estilos: old money, minimalista",estilos
processed_preferences_images\84eae5a0776384cad0568f6f00ebbf13_nobg.png,pantalon old money de jean liso azul oscuro a la cintura conn pierna wide leg y cinturón marrón.,Estilos: old money,estilos
processed_preferences_images\9aa0104eac17ce06e920e61cfc85b2cb_nobg.png,top crop halter blanco en estilo minimalista.,Estilos: minimalista,estilos
processed_preferences_images\9aa0104eac17ce06e920e61cfc85b2cb_nobg.png,pollera midi de mezclilla a la cintura con abertura frontal en estilo minimalista.,Estilos: minimalista,estilos
processed_preferences_images\3359bc44d2540547c81d5696a3bb19a1_nobg.png,"blusa blanca sin mangas estructurada con cinturón en la cintura en estilo old money. Pantalones beige a la cintura, pierna wide leg en estilo old money.",Estilos: old money,estilos
processed_preferences_images\6e9ed829eebc6963a3a64845c5ece285_nobg.png,"chaleco beige sin mangas con botones en estilo minimalista y old money. Pantalones beige a la cintura, pierna wide leg en estilo minimalista y old money.","Estilos: minimalista, old money",estilos
processed_preferences_images\6be10699c196efc29b4bb5e9abb27d7a_nobg.png,top strapless negro ajustado en estilo night out.,Estilos: salir de noche,estilos
processed_preferences_images\6be10699c196efc29b4bb5e9abb27d7a_nobg.png,minifalda pollera marfil de tiro bajo con silueta acampanada en estilo coquette y night out.,"Estilos: salir de noche, coquette",estilos
processed_preferences_images\38a118daf5cdd8c933609641c74f2bba_nobg.png,top beige ajustado sin mangas en estilo minimalista,Estilos: minimalista,estilos
processed_preferences_images\38a118daf5cdd8c933609641c74f2bba_nobg.png,Short beige a la cintura con pliegues y cinturón en estilo old money y minimalista.,"Estilos: minimalista, old money",estilos
processed_preferences_images\1513c4d1dc9a4c0a46bd7531d705437c_nobg.png,top de punto blanco y marrón a rayas de manga larga en estilo minimalista. Short blanco a la cintura con cinturón en estilo minimalista.,Estilos: minimalista,estilos
processed_preferences_images\9346915b2d4e11c52febb8acceff9ab0_nobg.png,top corset sin mangas con cierre en estilo noche.,Estilos: salir de noche,estilos
processed_preferences_images\9346915b2d4e11c52febb8acceff9ab0_nobg.png,pollera maxi de mezclilla azul de tiro alto en estilo minimalista.,Estilos: minimalista,estilos
processed_preferences_images\4e2cca01056f0a83944833c39368d7d0_nobg.png,top corto negro sin mangas en estilo minimalista. pantalon de jean minimalista liso azul claro wide leg de tiro bajo en estilo minimalista.,Estilos: minimalista,estilos
processed_preferences_images\44d36939ca0c4fc45ea1dbbbe9d90aa7_nobg.png,buzo blanco oversized con capucha en estilo deportivo. short deportivo rojo con rayas blancas en estilo deportivo. zapatillas chunky blancas con medias blancas y gorra blanca en estilo deportivo.,Estilos: deportivo,estilos
processed_preferences_images\e1ab871f3dfaf347f3a6140119583cd7_nobg.png,top ajustado sin mangas blanco en estilo deportivo. short ciclista borgoña de tiro alto en estilo deportivo. zapatillas altas borgoña con medias blancas en estilo deportivo.,Estilos: deportivo,estilos
